,Percentage,Radius,Reynold,Mach
0,40,50.72270764152611,9719.129142110236,0.016020291529150618
1,50,63.40338455190763,12655.355932572496,0.02002536441143827
2,60,76.08406146228916,15138.7958531527,0.024030437293725924
