X,Y,Z
-1.9170647323488412,14.671076265130807,89.56562811902042
-1.8814090131466692,14.630832354776897,89.57369299408111
-2.077091089153892,14.999832493285096,87.54434312972211
3.1609879558477045,-9.85333237529038,88.59526419900658
3.1617243560734507,-9.847155034377788,88.59402626058983
3.222678006037059,-9.933223512635776,86.63898714037381
3.3435471390854525,-10.065170196305665,82.7123267044279
3.3431341597478674,-10.04716122935725,82.70871770949839
3.2817396883963803,-10.017951546798475,84.68036465300877
3.221038717744711,-9.944852089808421,86.64131750591747
3.2175325752414707,-9.950064488386408,86.64236207000005
-2.5710920967478614,14.406051609275469,87.66333675138678
-2.756278205859427,14.695358735031663,85.6433901217974
-2.8103281088013525,13.884862264992684,85.80581352226986
-2.037464028183541,14.742981121943586,89.55121839388805
-2.0466679355203103,14.743303826943151,89.55115372384282
-2.7296237953072766,14.88772021665561,85.60484090274431
-2.5479916679565946,15.34185672221993,85.51383199864769
-2.5639356131208064,15.320149507714099,85.51818212196736
-2.366689592779265,15.015450810306685,87.54121322076618
-2.514692951527819,15.378943809848458,85.50639975050235
-2.5315664572269267,15.361534216907131,85.50988863094899
-2.333841621273069,15.05326444774333,87.53363537212189
-2.272640041219907,15.095888995358292,87.52509341762469
-2.263578609937492,15.099059578534376,87.52445803311659
-2.363060680704908,15.261977565817695,86.51159485718406
-2.3721177829434574,15.258298284461658,86.51233218474962
-2.461717194028133,15.415065424766306,85.49916098297851
-2.8181433138467025,15.949426359746749,81.45210704784482
-2.808804125627497,15.952128979030643,81.4515654432475
-2.8634129216042425,15.923153511142255,81.45737212371891
-2.8545624250223436,15.929999392535748,81.45600020986578
-2.8456067111562593,15.93608223165863,81.45478120959694
-2.836548965861429,15.941370169210892,81.45372150751251
-2.653759438222016,15.694116702612565,83.4755583075914
-2.644625936123126,15.69822578360654,83.47473484822727
-2.4525882374572645,15.418414989806353,85.49848973052521
-2.4433843799588946,15.42091863392196,85.49798800052902
-2.872153621752066,15.915578343763702,81.45889018640057
-2.889290579482497,15.898371373165427,81.46233846135267
-2.9059428627343484,15.87864841328335,81.46629094027126
-2.9220793745377023,15.856670056645365,81.47069540044339
-2.937668212221638,15.832704393150786,81.4754981166837
-2.993933293416083,15.722268275638424,81.49762950208068
-2.9670817073235614,15.779872159504187,81.48608569030141
-2.8273932915400675,15.945829457964065,81.45282786655324
-2.6354079242459543,15.70148538518884,83.47408162444066
-2.4341107143791865,15.422544461584835,85.49766218485017
-2.3354698664856666,15.268004784416128,86.51038700326201
-2.3261467807629477,15.268239886849996,86.51033988876098
-2.226707353182003,15.10328035621297,87.52361218974953
-2.217356260429321,15.102098139392085,87.52384910586606
-2.470768063816063,15.410901798101825,85.49999537328883
-2.479735240278625,15.405954144583959,85.50098688249145
-2.3810978293755722,15.253832979638918,86.51322703132855
-2.488616014308059,15.400254314455651,85.5021291278013
-2.3988095359266772,15.242662469235434,86.51546560034375
-2.281630063770874,15.091928540402025,87.52588709234777
-2.1820253000484544,14.919590524385121,88.53900401307104
-2.3504844607939277,15.035404701460084,87.53721446324707
-2.2360109305645817,15.103554404812604,87.52355727044132
-2.1364396467787277,14.928711131490568,88.5371762444438
-2.1271615203999845,14.92793904205851,88.53733097107822
-2.145669854936863,14.928578801387077,88.53720276338149
-2.2452594015627607,15.10292229991843,87.52368394419025
-2.3447330413985985,15.266861749244852,86.51061606738043
-2.152254468752793,14.687152100172614,89.56240652350526
-2.1354381532320583,14.703183906672711,89.55919375130487
-2.1182630830727054,14.71684510249605,89.55645604921465
-2.2172703264926024,14.89843131774084,88.54324431567754
-2.3167959887520118,15.068793700815187,87.53052331157139
-2.4974047424133485,15.393830472673619,85.50341646496426
-2.2993806446725356,15.08175988819137,87.52792488909499
-2.1998036423096763,14.910416459422628,88.54084249464678
-2.0919035755220774,14.732399785199924,89.55333889256877
-2.1007639177539117,14.727910567244397,89.55423853133681
-2.168677699109063,14.66896731507964,89.56605075237097
-2.200206817056373,14.627043021279546,89.57445237608327
-2.3976507421891577,14.970198435040459,87.55028179162603
-2.5942464012936974,15.271647307413328,85.52790195739473
-2.351446354524872,14.262570980254903,89.64749253167767
-2.3225962667205415,14.363923054752028,89.62718158746841
-2.514740349153804,14.697822830595245,87.60486583179785
-2.6701669530807894,15.103160414023645,85.56166671167932
-2.7057700810492236,14.990862852337495,85.58417113027717
-2.541092006989655,14.595418356760419,87.62538767671477
-2.384870005134226,14.076616482984354,89.68475779179457
-2.0282180344440928,14.741759498166587,89.55146320715411
-2.1639693346460773,14.92572092202987,88.53777548207984
-2.073982988798281,14.7391542339177,89.55198530181346
-2.064931647549951,14.741363180051861,89.55154262925926
-2.1730296660049357,14.923049787589921,88.538310777118
-2.0829753537034366,14.736157050333844,89.552585937063
-2.2297491811519867,14.579187653700922,89.58404258630665
-2.4264531964401015,14.919388614689721,87.56046407384913
-2.6222330498928947,15.21800044813793,85.53865278189586
-2.4555195949803115,13.30083942788357,89.84022342545971
-2.763927735384747,12.264507466486203,86.13053243971636
-2.3856468326568776,9.042311185446737,86.77626020819258
-2.055825066458742,14.742755760007874,89.55126355639436
-2.1548475287759117,14.927573938219268,88.53740413784611
-2.254450020120194,15.10141402195908,87.52398620292188
-2.353931212655583,15.264842676864452,86.51102068925594
-2.281768495478447,14.47282200682252,89.60535824985126
-2.4764911899807567,14.80862187311442,87.58266171627075
-1.764131744910996,5.8557545458326095,87.41484579657805
3.3049945361822224,-10.037921551299638,82.70686607906585
3.316179351005913,-10.05819168707591,82.71092821197145
3.325579905797878,-10.0725568304333,82.71380698506749
3.3295784656756067,-10.077420433118,82.7147816504927
0.874595216665789,-3.5148887427168356,89.29272164650908
-0.9784660843086559,2.7039019137406424,88.04647670580064
0.8725128746809905,-3.5488025694007868,81.40644737266527
-1.2258788461747019,2.975025028606851,80.09907306354155
2.0577967705096616,-6.827459999490883,82.06348994899368
3.2047800540561897,-9.940713111864788,86.64048805520801
3.2086642486760275,-9.945448886337326,86.64143710387404
3.272847492248701,-10.0219510608291,84.68116615516591
3.333092045674471,-10.080681799511563,82.71543522794727
3.338611834755602,-10.082224393853936,82.71574436367814
3.3420733220776166,-10.076972627518572,82.71469191030148
3.278292190679301,-10.023319954630617,84.68144048132814
3.212092485741414,-9.948615074827199,86.64207160768753
3.150498430724924,-9.86031952096807,88.59666442220622
3.1470229174749775,-9.85687271791669,88.59597368326648
3.2220857738582467,-9.939818045598097,86.6403086840299
3.19160016212895,-9.898234361891754,87.61861692473397
3.1905004205752556,-9.90311228363454,87.61959445969678
3.1598098163289827,-9.857959734342407,88.59619152123464
3.3430523440379174,-10.071868562362928,82.71366905622442
3.2225460920596674,-9.91551807511143,86.63543897270638
3.340935230322178,-10.02328845345462,82.70393360792094
3.156086045697654,-9.862416370107866,88.59708463053549
1.812881358111888,-3.4921470411798,81.39509361124941
2.607902954404228,-6.877656572751779,82.07354933656967
2.9846621217414313,-8.462812483176545,82.39121440084543
3.242859706317211,-9.537652096843036,82.60661213725481
3.3315818529237617,-9.959329416358313,82.69111622415662
0.3049342656697101,3.1867309463490416,80.05664722168912
1.8123431696358652,-3.502108258942063,89.29016043901326
-2.1324368199425137,15.056637994478741,87.53295931373957
-2.113754211786716,15.039552225983545,87.53638329980399
-2.3101707418898667,15.367004677331686,85.5087923513017
-2.2725161881112084,15.327941625507474,85.51662058244725
-2.7993778853453524,15.953901735001246,81.4512101831525
-2.424770500470755,15.423264353123605,85.49751791866763
-2.4153673638881323,15.423044570366873,85.4975619631071
-2.3167682191699437,15.26755013764685,86.51047811442291
-2.3073423638983668,15.265963439108384,86.51079608862966
-2.207965176591589,15.100050633280322,87.52425942585813
-2.297877507985689,15.263513302979208,86.51128709563146
-2.1985438249493208,15.097171322451098,87.52483643942104
-2.2883819444693825,15.26023324100397,86.51194441967847
-2.329277525349263,15.383448282495504,85.5054970546959
-2.3484742368823626,15.39744354397791,85.50269240588555
-2.1512669306866448,15.071510010562024,87.52997896340688
-2.2693329680654926,15.251324847636953,86.51372966069667
-2.170177024532438,15.083888979504561,87.52749821943782
-2.1890990682969504,15.093493745820263,87.52557342535985
-2.0083857074851696,14.9059078788642,87.5631656117763
-2.2014501138032103,15.233418401033905,85.53556302588797
-2.108490645873628,14.923780188493723,88.5381644048599
-2.117841969109183,14.926277373863565,88.53766396919562
-2.018937622797404,14.739664997156579,89.55188294491845
-2.0096322281032153,14.736764778258886,89.55246414845591
-2.0991168341747413,14.920482849393803,88.53882519124073
-1.990982193254995,14.728688667750916,89.55408260008375
-2.089727396806955,14.916418895479655,88.5396396071432
-1.972333542395382,14.717810497599789,89.55626258414559
-1.8150641382653734,14.537738297955084,89.59234903248687
-1.7584221979652015,14.44135485149541,89.61166426420216
-1.605927477114401,14.089134376995785,89.6822492072575
-1.3700575628732157,13.339511103813143,89.83247362599896
-1.9492679346449573,14.807274473366,87.58293173502719
-1.7906613393263697,14.44766559871168,87.65499731263374
-1.5458506216027872,13.683616541165367,87.808112656922
-2.3676913022174175,15.40870372402108,85.50043586708476
-2.3772857352859003,15.413222059987604,85.49953039307064
-2.386859257928445,15.416947694310123,85.49878377637589
-2.396403651004756,15.419850854872639,85.49820198332912
-2.405908640589463,15.421894326530174,85.49779247184124
-2.789866673982026,15.954680990572166,81.45105402042466
0.5463983279021314,2.8565726230491486,88.0158815130082
-0.6919372952231058,9.23127056534061,86.73839276993951
-1.333856416117082,12.413973510286706,86.10057946152749
-1.7215092022685763,13.989892550669131,85.78476546495834
-1.975219243436817,14.766606154288427,85.62911214707654
-2.1398501212673033,15.13274278514228,85.55573840786955
-1.9537540500672026,14.704398334591357,89.558950380088
3.2776866041936485,-9.981031387331543,82.69546529667295
3.2062276582903655,-9.811344722095962,82.66146010824681
3.019204127869243,-9.324351094835995,82.56386664069701
2.642572615105339,-8.327689439648566,82.36413575828088
